"Species","Lifespan","Mean lifespan
(±SD)","Median lifespan","Source","Original source","Original source text","Class","Number of species represented in class","Order","Number of species represented in order","Family","Number of species represented in family","Genus","Number of species represented in genus","Number of reported lifespans for species"
"Mallotus villosus",5,"7.5 ± 2.45",7,"FishBase","FishBase ref no.: 796","Beverton, R.J.H. and S.J. Holt , 1959 A review of the lifespans and mortality rates of fish in nature, and their relation to growth and other physiological characteristics. p. 142-180. In G.E.W. Wolstenholme and M. O'Connor (eds.) CIBA Foundation colloquia on ageing: the lifespan of animals. volume 5. J & A Churchill Ltd, London.","Actinopteri",425,"Osmeriformes",6,"Salangidae",1,"Mallotus",1,9
"Mallotus villosus",5.5,"7.5 ± 2.45",7,"FishBase","FishBase ref no.: 56348","Naumento, N.I. , 2003 Pacific capelin. p. 58-62. In S.A. Siniakov, N.I. Naumenko, Yu.P. Diakov, O.G. Zolotov and B.B. Vronsky (eds.). Condition of biological resources of the Northwest Pacific. Petropavlovsk-Kamchatsky, KamchatNIRO.","Actinopteri",425,"Osmeriformes",6,"Salangidae",1,"Mallotus",1,9
"Mallotus villosus",5,"7.5 ± 2.45",7,"FishBase","FishBase ref no.: 56348","Naumento, N.I. , 2003 Pacific capelin. p. 58-62. In S.A. Siniakov, N.I. Naumenko, Yu.P. Diakov, O.G. Zolotov and B.B. Vronsky (eds.). Condition of biological resources of the Northwest Pacific. Petropavlovsk-Kamchatsky, KamchatNIRO.","Actinopteri",425,"Osmeriformes",6,"Salangidae",1,"Mallotus",1,9
"Mallotus villosus",10,"7.5 ± 2.45",7,"FishBase","FishBase ref no.: 72498","Beverton, R.J.H., J.R. Beddington and D.M. Lavigne , 1985 Marine mammals and fisheries. Boston: G. Allen & Unwin.","Actinopteri",425,"Osmeriformes",6,"Salangidae",1,"Mallotus",1,9
"Mallotus villosus",10,"7.5 ± 2.45",7,"AnAge","AnAge ref no.: 1","Carey and Judge (2000) Longevity Records: Life Spans of Mammals, Birds, Amphibians, Reptiles, and Fish","Actinopteri",425,"Osmeriformes",6,"Salangidae",1,"Mallotus",1,9
"Mallotus villosus",7,"7.5 ± 2.45",7,"Max Plank Institute for Demographic Research","MPIDR ref no.: [3]","Altman, P.L. and D.S. Dittmer, eds.  1962. Growth, Including Reproduction and Morphological Development.  Biological Handbooks. Washington, D. C.: Federation of American Societies for Experimental Biology.","Actinopteri",425,"Osmeriformes",6,"Salangidae",1,"Mallotus",1,9
"Mallotus villosus",10,"7.5 ± 2.45",7,"Max Plank Institute for Demographic Research","MPIDR ref no.: [27]","Beverton, R.J.H., J.R. Beddington, and D.M. Lavigne, eds.  1985. Marine Mammals and Fisheries.  Boston: G. Allen & Unwin.","Actinopteri",425,"Osmeriformes",6,"Salangidae",1,"Mallotus",1,9
"Gymnarchus niloticus",4,"9 ± 7.07",9,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Osteoglossiformes",5,"Gymnarchidae",1,"Gymnarchus",1,2
"Gymnarchus niloticus",14,"9 ± 7.07",9,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Osteoglossiformes",5,"Gymnarchidae",1,"Gymnarchus",1,2
"Pollimyrus isidori",28.9200000762939,"28.96 ± 0.06",28.960000038147,"FishBase","FishBase ref no.: 273","Nigrelli, R.F. , 1959 Longevity of fishes in captivity, with special reference to those kept in the New York Aquarium. p. 212-230. In G.E.W. Wolstehnolmen and M. O'Connor (eds.) Ciba Foundation Colloquium on Ageing: the life span of animals. Vol. 5., Churchill, London.","Actinopteri",425,"Osteoglossiformes",5,"Mormyridae",1,"Pollimyrus",1,2
"Pollimyrus isidori",29,"28.96 ± 0.06",28.960000038147,"AnAge","AnAge ref no.: 1","Carey and Judge (2000) Longevity Records: Life Spans of Mammals, Birds, Amphibians, Reptiles, and Fish","Actinopteri",425,"Osteoglossiformes",5,"Mormyridae",1,"Pollimyrus",1,2
"Arapaima gigas",15,"17.5 ± 3.54",17.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Osteoglossiformes",5,"Osteoglossidae",3,"Arapaima",1,2
"Arapaima gigas",20,"17.5 ± 3.54",17.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Osteoglossiformes",5,"Osteoglossidae",3,"Arapaima",1,2
"Heterotis niloticus",8,"10 ± 2.83",10,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Osteoglossiformes",5,"Osteoglossidae",3,"Heterotis",1,2
"Heterotis niloticus",12,"10 ± 2.83",10,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Osteoglossiformes",5,"Osteoglossidae",3,"Heterotis",1,2
"Scleropages formosus",8,"13 ± 7.07",13,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Osteoglossiformes",5,"Osteoglossidae",3,"Scleropages",1,2
"Scleropages formosus",18,"13 ± 7.07",13,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Osteoglossiformes",5,"Osteoglossidae",3,"Scleropages",1,2
"Anoplopoma fimbria",94,"91.75 ± 20.17",94,"FishBase","FishBase ref no.: 55701","Munk, K.M. , 2001 Maximum ages of groundfishes in waters off Alaska and British Columbia and consideration of age determination. Alaska Fish. Res. Bull. 8(1):12-21.","Actinopteri",425,"Perciformes",97,"Anoplopomatidae",1,"Anoplopoma",1,4
"Anoplopoma fimbria",65,"91.75 ± 20.17",94,"FishBase","FishBase ref no.: 39324","Beamish, R.J. and G.A. MacFarlane , 2000 Reevaluation of the interpretation of annuli from otoliths of a long-lived fish Anoplopoma fimbria. Fish. Res. 46(1-3):105-111.","Actinopteri",425,"Perciformes",97,"Anoplopomatidae",1,"Anoplopoma",1,4
"Anoplopoma fimbria",94,"91.75 ± 20.17",94,"FishBase","FishBase ref no.: 55701","Munk, K.M. , 2001 Maximum ages of groundfishes in waters off Alaska and British Columbia and consideration of age determination. Alaska Fish. Res. Bull. 8(1):12-21.","Actinopteri",425,"Perciformes",97,"Anoplopomatidae",1,"Anoplopoma",1,4
"Anoplopoma fimbria",114,"91.75 ± 20.17",94,"AnAge","AnAge ref no.: 22","Cailliet et al. (2001) Age determination and validation studies of marine fishes: do deep- dwellers live longer?","Actinopteri",425,"Perciformes",97,"Anoplopomatidae",1,"Anoplopoma",1,4
"Dolloidraco longedorsalis",19,"19 ± NA",19,"FishBase","FishBase ref no.: 107704","La Mesa, M. and M. Vacchi , 2001 Age and growth of high Antarctic notothenioid fish. Antarctic Science 13(3):227-235.","Actinopteri",425,"Perciformes",97,"Artedidraconidae",1,"Dolloidraco",1,1
"Bovichtus diacanthus",5,"5 ± NA",5,"FishBase","FishBase ref no.: 104812","La Mesa, M. and J. Eastman , 2012 First data on age and sexual maturity of the Tristan klipfish, Bovichtus diacanthus (Bovichtidae) from Tristan da Cunha, South Atlantic. Antarctic Science 24(2):115-120.","Actinopteri",425,"Perciformes",97,"Bovichtidae",1,"Bovichtus",1,1
"Chaenocephalus aceratus",17,"17 ± NA",17,"FishBase","FishBase ref no.: 107705","La Mesa, M., J. Ashford, E. Larson and M. Vacchi , 2004 Age and growth of Scotia Sea icefish, Chaenocephalus aceratus, from the South Shetland Islands. Antarctic Science 16(3):253-262.","Actinopteri",425,"Perciformes",97,"Channichthyidae",3,"Chaenocephalus",1,1
"Chionodraco hamatus",10,"10 ± NA",10,"FishBase","FishBase ref no.: 107704","La Mesa, M. and M. Vacchi , 2001 Age and growth of high Antarctic notothenioid fish. Antarctic Science 13(3):227-235.","Actinopteri",425,"Perciformes",97,"Channichthyidae",3,"Chionodraco",2,1
"Chionodraco myersi",17,"17 ± NA",17,"FishBase","FishBase ref no.: 107704","La Mesa, M. and M. Vacchi , 2001 Age and growth of high Antarctic notothenioid fish. Antarctic Science 13(3):227-235.","Actinopteri",425,"Perciformes",97,"Channichthyidae",3,"Chionodraco",2,1
"Cottus gobio",10,"5.83 ± 2.23",5.5,"FishBase","FishBase ref no.: 74370","Seppälä, T., J.C. Chubb, E. Niemelä and E.T. Valtonen , 2007 Introduced bullheads Cottus gobio and infection with plerocercoids of Schistocephalus cotti in the Utsjoki, an Arctic river in Finland. J. Fish Biol. 70(6):1865-1876.","Actinopteri",425,"Perciformes",97,"Cottidae",2,"Cottus",1,6
"Cottus gobio",6,"5.83 ± 2.23",5.5,"FishBase","FishBase ref no.: 796","Beverton, R.J.H. and S.J. Holt , 1959 A review of the lifespans and mortality rates of fish in nature, and their relation to growth and other physiological characteristics. p. 142-180. In G.E.W. Wolstenholme and M. O'Connor (eds.) CIBA Foundation colloquia on ageing: the lifespan of animals. volume 5. J & A Churchill Ltd, London.","Actinopteri",425,"Perciformes",97,"Cottidae",2,"Cottus",1,6
"Cottus gobio",6,"5.83 ± 2.23",5.5,"FishBase","FishBase ref no.: 796","Beverton, R.J.H. and S.J. Holt , 1959 A review of the lifespans and mortality rates of fish in nature, and their relation to growth and other physiological characteristics. p. 142-180. In G.E.W. Wolstenholme and M. O'Connor (eds.) CIBA Foundation colloquia on ageing: the lifespan of animals. volume 5. J & A Churchill Ltd, London.","Actinopteri",425,"Perciformes",97,"Cottidae",2,"Cottus",1,6
"Cottus gobio",4,"5.83 ± 2.23",5.5,"FishBase","FishBase ref no.: 796","Beverton, R.J.H. and S.J. Holt , 1959 A review of the lifespans and mortality rates of fish in nature, and their relation to growth and other physiological characteristics. p. 142-180. In G.E.W. Wolstenholme and M. O'Connor (eds.) CIBA Foundation colloquia on ageing: the lifespan of animals. volume 5. J & A Churchill Ltd, London.","Actinopteri",425,"Perciformes",97,"Cottidae",2,"Cottus",1,6
"Cottus gobio",4,"5.83 ± 2.23",5.5,"FishBase","FishBase ref no.: 796","Beverton, R.J.H. and S.J. Holt , 1959 A review of the lifespans and mortality rates of fish in nature, and their relation to growth and other physiological characteristics. p. 142-180. In G.E.W. Wolstenholme and M. O'Connor (eds.) CIBA Foundation colloquia on ageing: the lifespan of animals. volume 5. J & A Churchill Ltd, London.","Actinopteri",425,"Perciformes",97,"Cottidae",2,"Cottus",1,6
"Cottus gobio",5,"5.83 ± 2.23",5.5,"AnAge","AnAge ref no.: 454","Froese and Pauly FishBase","Actinopteri",425,"Perciformes",97,"Cottidae",2,"Cottus",1,6
"Myoxocephalus scorpius",18,"18 ± 0",18,"FishBase","FishBase ref no.: 122394","Spies, I., K.. Aydin, D. Nichol, W. Palsson, G.R. Hoff and T.T. TenBrink , 2016 19. Assessment of the sculpin stock complex in the Bering Sea and Aleutian Islands. NPFMC Stock Assessment and Fishery Evaluation Reports, 46 p.","Actinopteri",425,"Perciformes",97,"Cottidae",2,"Myoxocephalus",1,2
"Myoxocephalus scorpius",18,"18 ± 0",18,"FishBase","FishBase ref no.: 122394","Spies, I., K.. Aydin, D. Nichol, W. Palsson, G.R. Hoff and T.T. TenBrink , 2016 19. Assessment of the sculpin stock complex in the Bering Sea and Aleutian Islands. NPFMC Stock Assessment and Fishery Evaluation Reports, 46 p.","Actinopteri",425,"Perciformes",97,"Cottidae",2,"Myoxocephalus",1,2
"Cyclopterus lumpus",13,"10.25 ± 3.4",11,"FishBase","FishBase ref no.: 54207","Thorsteinsson, V. , 1981 The aging validation of the lumpsucker (Cyclopterus lumpus) and the age composition of the lumpsucker in Icelandic lumpsucker fisheries. International Council for the Exploration of the Sea 1-24.","Actinopteri",425,"Perciformes",97,"Cyclopteridae",1,"Cyclopterus",1,4
"Cyclopterus lumpus",6,"10.25 ± 3.4",11,"FishBase","FishBase ref no.: 9737","Davenport, J. , 1985 Synopsis of biological data on the lumpsucker Cyclopterus lumpus (Linnaeus 1758). FAO Fisheries Synopsis No. 147. 31 p.","Actinopteri",425,"Perciformes",97,"Cyclopteridae",1,"Cyclopterus",1,4
"Cyclopterus lumpus",13,"10.25 ± 3.4",11,"FishBase","FishBase ref no.: 9737","Davenport, J. , 1985 Synopsis of biological data on the lumpsucker Cyclopterus lumpus (Linnaeus 1758). FAO Fisheries Synopsis No. 147. 31 p.","Actinopteri",425,"Perciformes",97,"Cyclopteridae",1,"Cyclopterus",1,4
"Cyclopterus lumpus",9,"10.25 ± 3.4",11,"FishBase","FishBase ref no.: 9737","Davenport, J. , 1985 Synopsis of biological data on the lumpsucker Cyclopterus lumpus (Linnaeus 1758). FAO Fisheries Synopsis No. 147. 31 p.","Actinopteri",425,"Perciformes",97,"Cyclopteridae",1,"Cyclopterus",1,4
"Apeltes quadracus",3,"2.6 ± 1.14",3,"FishBase","FishBase ref no.: 12193","Hugg, D.O. , 1996 MAPFISH georeferenced mapping database. Freshwater and estuarine fishes of North America. Life Science Software. Dennis O. and Steven Hugg, 1278 Turkey Point Road, Edgewater, Maryland, USA.","Actinopteri",425,"Perciformes",97,"Gasterosteidae",2,"Apeltes",1,5
"Apeltes quadracus",4,"2.6 ± 1.14",3,"FishBase","FishBase ref no.: 273","Nigrelli, R.F. , 1959 Longevity of fishes in captivity, with special reference to those kept in the New York Aquarium. p. 212-230. In G.E.W. Wolstehnolmen and M. O'Connor (eds.) Ciba Foundation Colloquium on Ageing: the life span of animals. Vol. 5., Churchill, London.","Actinopteri",425,"Perciformes",97,"Gasterosteidae",2,"Apeltes",1,5
"Apeltes quadracus",2,"2.6 ± 1.14",3,"FishBase","FishBase ref no.: 27549","Murdy, E.O., R.S. Birdsong and J.A. Musick , 1997 Fishes of Chesapeake Bay. Smithsonian Institution Press Washington and London. 324 p.","Actinopteri",425,"Perciformes",97,"Gasterosteidae",2,"Apeltes",1,5
"Apeltes quadracus",1,"2.6 ± 1.14",3,"FishBase","FishBase ref no.: 27549","Murdy, E.O., R.S. Birdsong and J.A. Musick , 1997 Fishes of Chesapeake Bay. Smithsonian Institution Press Washington and London. 324 p.","Actinopteri",425,"Perciformes",97,"Gasterosteidae",2,"Apeltes",1,5
"Apeltes quadracus",3,"2.6 ± 1.14",3,"AnAge","AnAge ref no.: 454","Froese and Pauly FishBase","Actinopteri",425,"Perciformes",97,"Gasterosteidae",2,"Apeltes",1,5
"Pungitius pungitius",5,"4.67 ± 0.58",5,"FishBase","FishBase ref no.: 27547","Morrow, J.E. , 1980 The freshwater fishes of Alaska. University of. B.C. Animal Resources Ecology Library. 248p.","Actinopteri",425,"Perciformes",97,"Gasterosteidae",2,"Pungitius",1,3
"Pungitius pungitius",4,"4.67 ± 0.58",5,"FishBase","FishBase ref no.: 796","Beverton, R.J.H. and S.J. Holt , 1959 A review of the lifespans and mortality rates of fish in nature, and their relation to growth and other physiological characteristics. p. 142-180. In G.E.W. Wolstenholme and M. O'Connor (eds.) CIBA Foundation colloquia on ageing: the lifespan of animals. volume 5. J & A Churchill Ltd, London.","Actinopteri",425,"Perciformes",97,"Gasterosteidae",2,"Pungitius",1,3
"Pungitius pungitius",5,"4.67 ± 0.58",5,"AnAge","AnAge ref no.: 454","Froese and Pauly FishBase","Actinopteri",425,"Perciformes",97,"Gasterosteidae",2,"Pungitius",1,3
"Harpagifer antarcticus",9,"9 ± 0",9,"FishBase","FishBase ref no.: 5191","Hureau, J.-C. , 1990 Harpagiferidae. p. 357-363. In O. Gon and P.C. Heemstra (eds.) Fishes of the Southern Ocean. J.L.B. Smith Institute of Ichthyology, Grahamstown, South Africa. 462 p.","Actinopteri",425,"Perciformes",97,"Harpagiferidae",1,"Harpagifer",1,3
"Harpagifer antarcticus",9,"9 ± 0",9,"FishBase","FishBase ref no.: 104812","La Mesa, M. and J. Eastman , 2012 First data on age and sexual maturity of the Tristan klipfish, Bovichtus diacanthus (Bovichtidae) from Tristan da Cunha, South Atlantic. Antarctic Science 24(2):115-120.","Actinopteri",425,"Perciformes",97,"Harpagiferidae",1,"Harpagifer",1,3
"Harpagifer antarcticus",9,"9 ± 0",9,"AnAge","AnAge ref no.: 454","Froese and Pauly FishBase","Actinopteri",425,"Perciformes",97,"Harpagiferidae",1,"Harpagifer",1,3
"Ophiodon elongatus",25,"20.33 ± 4.03",20,"FishBase","FishBase ref no.: 55701","Munk, K.M. , 2001 Maximum ages of groundfishes in waters off Alaska and British Columbia and consideration of age determination. Alaska Fish. Res. Bull. 8(1):12-21.","Actinopteri",425,"Perciformes",97,"Hexagrammidae",1,"Ophiodon",1,6
"Ophiodon elongatus",25,"20.33 ± 4.03",20,"FishBase","FishBase ref no.: 55701","Munk, K.M. , 2001 Maximum ages of groundfishes in waters off Alaska and British Columbia and consideration of age determination. Alaska Fish. Res. Bull. 8(1):12-21.","Actinopteri",425,"Perciformes",97,"Hexagrammidae",1,"Ophiodon",1,6
"Ophiodon elongatus",16,"20.33 ± 4.03",20,"FishBase","FishBase ref no.: 56049","Shanks, A.L. and G.L. Eckert , 2005 Population persistence of California Current fishes and benthic crustaceans: a marine drift paradox. Ecol. Monogr. 75:505-524.","Actinopteri",425,"Perciformes",97,"Hexagrammidae",1,"Ophiodon",1,6
"Ophiodon elongatus",20,"20.33 ± 4.03",20,"AnAge","AnAge ref no.: 1","Carey and Judge (2000) Longevity Records: Life Spans of Mammals, Birds, Amphibians, Reptiles, and Fish","Actinopteri",425,"Perciformes",97,"Hexagrammidae",1,"Ophiodon",1,6
"Ophiodon elongatus",20,"20.33 ± 4.03",20,"Max Plank Institute for Demographic Research","MPIDR ref no.: [130]","Miller, D.J. and J.J. Geibel, 1973.  Summary of blue rockfish and lingcod life histories; A reef ecology study; and giant kelp, Macrocystis pyrifera, experiments in Monterey Bay, California. California Fish Game 158:137.","Actinopteri",425,"Perciformes",97,"Hexagrammidae",1,"Ophiodon",1,6
"Ophiodon elongatus",16,"20.33 ± 4.03",20,"Max Plank Institute for Demographic Research","MPIDR ref no.: [3]","Altman, P.L. and D.S. Dittmer, eds.  1962. Growth, Including Reproduction and Morphological Development.  Biological Handbooks. Washington, D. C.: Federation of American Societies for Experimental Biology.","Actinopteri",425,"Perciformes",97,"Hexagrammidae",1,"Ophiodon",1,6
"Dissostichus mawsoni",39,"34.2 ± 3.35",35,"FishBase","FishBase ref no.: 88081","Brooks, C.M., A.H. Andrews, J.R. Ashford, N. Ramanna, C.D. Jones, C.C. Lundstrom and G.M. Cailliet , 2011 Age estimation and lead-radium dating of Antarctic toothfish (Dissostichus mawsoni) in the Ross Sea. Polar Biol. 34:329-338.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Dissostichus",1,5
"Dissostichus mawsoni",31,"34.2 ± 3.35",35,"FishBase","FishBase ref no.: 41453","Burchett, M.S., A. Devries and A.J. Briggs , 1984 Age determination and growth of Dissostichus mawsoni (Norman, 1937) (Pisces, Notothenidae) from McMurdo Sound (Antarctica). Cybium 8(1):27-31.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Dissostichus",1,5
"Dissostichus mawsoni",35,"34.2 ± 3.35",35,"FishBase","FishBase ref no.: 107704","La Mesa, M. and M. Vacchi , 2001 Age and growth of high Antarctic notothenioid fish. Antarctic Science 13(3):227-235.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Dissostichus",1,5
"Dissostichus mawsoni",31,"34.2 ± 3.35",35,"AnAge","AnAge ref no.: 454","Froese and Pauly FishBase","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Dissostichus",1,5
"Dissostichus mawsoni",35,"34.2 ± 3.35",35,"Australian Fisheries Management Authority","Unknown",NA,"Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Dissostichus",1,5
"Gobionotothen gibberifrons",14,"14 ± NA",14,"FishBase","FishBase ref no.: 117667","Daniels, R.A. , 1983 Demographic characteristics of an Antarctic plunderfish, Harpagifer bispinis antarcticus. Mar. Ecol. Prog. Ser. 13:181-187.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Gobionotothen",1,1
"Lepidonotothen squamifrons",19,"16.33 ± 3.08",17,"FishBase","FishBase ref no.: 5789","Duhamel, G. and C. Ozouf-Costaz , 1985 Age, growth and reproductive biology of Notothenia squamifrons Gunther, 1880 from the Indian sector of the southern ocean. Polar Biol. 4:143-153.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Lepidonotothen",1,6
"Lepidonotothen squamifrons",15,"16.33 ± 3.08",17,"FishBase","FishBase ref no.: 5179","Dewitt, H.H., P.C. Heemstra and O. Gon , 1990 Nototheniidae. p. 279-331. In O. Gon and P.C. Heemstra (eds.) Fishes of the Southern Ocean. J.L.B. Smith Institute of Ichthyology, Grahamstown, South Africa.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Lepidonotothen",1,6
"Lepidonotothen squamifrons",12,"16.33 ± 3.08",17,"FishBase","FishBase ref no.: 5789","Duhamel, G. and C. Ozouf-Costaz , 1985 Age, growth and reproductive biology of Notothenia squamifrons Gunther, 1880 from the Indian sector of the southern ocean. Polar Biol. 4:143-153.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Lepidonotothen",1,6
"Lepidonotothen squamifrons",19,"16.33 ± 3.08",17,"FishBase","FishBase ref no.: 5789","Duhamel, G. and C. Ozouf-Costaz , 1985 Age, growth and reproductive biology of Notothenia squamifrons Gunther, 1880 from the Indian sector of the southern ocean. Polar Biol. 4:143-153.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Lepidonotothen",1,6
"Lepidonotothen squamifrons",14,"16.33 ± 3.08",17,"FishBase","FishBase ref no.: 117667","Daniels, R.A. , 1983 Demographic characteristics of an Antarctic plunderfish, Harpagifer bispinis antarcticus. Mar. Ecol. Prog. Ser. 13:181-187.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Lepidonotothen",1,6
"Lepidonotothen squamifrons",19,"16.33 ± 3.08",17,"AnAge","AnAge ref no.: 454","Froese and Pauly FishBase","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Lepidonotothen",1,6
"Notothenia coriiceps",18,"12.5 ± 7.78",12.5,"FishBase","FishBase ref no.: 115051","Cali, F., E. Riginella, M. La Mesa and C. Mazzoldi , 2017 Life history traits of Notothenia rossii and N. coriiceps along the southern Scotia Arc. Polar Biology. DOI 10.1007/s00300-016-2066-z","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Notothenia",2,2
"Notothenia coriiceps",7,"12.5 ± 7.78",12.5,"FishBase","FishBase ref no.: 122792","Uzunova, E.P., L.A. Kenderov, T.R. Stefanov , 2020 Fish species recorded in the coastal area of the South Bay, Livingston Island, South Shetlands. Acta Zoologica Bulgarica (in press):1-6.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Notothenia",2,2
"Notothenia rossii",16,"16 ± 3.26",16,"FishBase","FishBase ref no.: 28106","Chekunova, V.I. and A.G. Naumov , 1982 Energy metabolism and food requirements of the marbled notothenia, Notothenia rossi marmorata (Nototheniidae). J. Ichthyol. 22(2):112-121.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Notothenia",2,11
"Notothenia rossii",12,"16 ± 3.26",16,"FishBase","FishBase ref no.: 28106","Chekunova, V.I. and A.G. Naumov , 1982 Energy metabolism and food requirements of the marbled notothenia, Notothenia rossi marmorata (Nototheniidae). J. Ichthyol. 22(2):112-121.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Notothenia",2,11
"Notothenia rossii",14,"16 ± 3.26",16,"FishBase","FishBase ref no.: 115051","Cali, F., E. Riginella, M. La Mesa and C. Mazzoldi , 2017 Life history traits of Notothenia rossii and N. coriiceps along the southern Scotia Arc. Polar Biology. DOI 10.1007/s00300-016-2066-z","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Notothenia",2,11
"Notothenia rossii",16,"16 ± 3.26",16,"FishBase","FishBase ref no.: 115051","Cali, F., E. Riginella, M. La Mesa and C. Mazzoldi , 2017 Life history traits of Notothenia rossii and N. coriiceps along the southern Scotia Arc. Polar Biology. DOI 10.1007/s00300-016-2066-z","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Notothenia",2,11
"Notothenia rossii",16,"16 ± 3.26",16,"FishBase","FishBase ref no.: 115051","Cali, F., E. Riginella, M. La Mesa and C. Mazzoldi , 2017 Life history traits of Notothenia rossii and N. coriiceps along the southern Scotia Arc. Polar Biology. DOI 10.1007/s00300-016-2066-z","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Notothenia",2,11
"Notothenia rossii",24,"16 ± 3.26",16,"FishBase","FishBase ref no.: 115051","Cali, F., E. Riginella, M. La Mesa and C. Mazzoldi , 2017 Life history traits of Notothenia rossii and N. coriiceps along the southern Scotia Arc. Polar Biology. DOI 10.1007/s00300-016-2066-z","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Notothenia",2,11
"Notothenia rossii",16,"16 ± 3.26",16,"FishBase","FishBase ref no.: 115051","Cali, F., E. Riginella, M. La Mesa and C. Mazzoldi , 2017 Life history traits of Notothenia rossii and N. coriiceps along the southern Scotia Arc. Polar Biology. DOI 10.1007/s00300-016-2066-z","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Notothenia",2,11
"Notothenia rossii",13,"16 ± 3.26",16,"FishBase","FishBase ref no.: 117667","Daniels, R.A. , 1983 Demographic characteristics of an Antarctic plunderfish, Harpagifer bispinis antarcticus. Mar. Ecol. Prog. Ser. 13:181-187.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Notothenia",2,11
"Notothenia rossii",19,"16 ± 3.26",16,"FishBase","FishBase ref no.: 117667","Daniels, R.A. , 1983 Demographic characteristics of an Antarctic plunderfish, Harpagifer bispinis antarcticus. Mar. Ecol. Prog. Ser. 13:181-187.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Notothenia",2,11
"Notothenia rossii",14,"16 ± 3.26",16,"FishBase","FishBase ref no.: 117667","Daniels, R.A. , 1983 Demographic characteristics of an Antarctic plunderfish, Harpagifer bispinis antarcticus. Mar. Ecol. Prog. Ser. 13:181-187.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Notothenia",2,11
"Notothenia rossii",16,"16 ± 3.26",16,"AnAge","AnAge ref no.: 454","Froese and Pauly FishBase","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Notothenia",2,11
"Trematomus bernacchii",10,"12.38 ± 5.45",10,"FishBase","FishBase ref no.: 5179","Dewitt, H.H., P.C. Heemstra and O. Gon , 1990 Nototheniidae. p. 279-331. In O. Gon and P.C. Heemstra (eds.) Fishes of the Southern Ocean. J.L.B. Smith Institute of Ichthyology, Grahamstown, South Africa.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Trematomus",4,8
"Trematomus bernacchii",10,"12.38 ± 5.45",10,"FishBase","FishBase ref no.: 1071","Hureau, J.-C. , 1970 Biologie comparée de quelques poissons antarctiques (Notothenidae). Bull. Inst. Océanogr. Monaco 68(1391):1-244.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Trematomus",4,8
"Trematomus bernacchii",7,"12.38 ± 5.45",10,"FishBase","FishBase ref no.: 1071","Hureau, J.-C. , 1970 Biologie comparée de quelques poissons antarctiques (Notothenidae). Bull. Inst. Océanogr. Monaco 68(1391):1-244.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Trematomus",4,8
"Trematomus bernacchii",11,"12.38 ± 5.45",10,"FishBase","FishBase ref no.: 107704","La Mesa, M. and M. Vacchi , 2001 Age and growth of high Antarctic notothenioid fish. Antarctic Science 13(3):227-235.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Trematomus",4,8
"Trematomus bernacchii",21,"12.38 ± 5.45",10,"FishBase","FishBase ref no.: 107704","La Mesa, M. and M. Vacchi , 2001 Age and growth of high Antarctic notothenioid fish. Antarctic Science 13(3):227-235.","Actinopteri",425,"Perciformes",97,"Nototheniidae",9,"Trematomus",4,8
